"ID","Taxon","Common","Observer","Source","time","InfestedArea","Percent Cover","GrossArea","Low_Plant","High_Plant","Management Status","Detail URL","County","lat","lng","Datum","Elevation (meters)","Notes"
"mg13796","Lepidium latifolium","Perennial pepperweed","Friends of Five Creeks volunteers"," ",2015-06-02," "," ","2 Square Meters",2,10," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mg13796","Alameda",37.8821136,-122.305057,"NAD83"," ","First observation on lower Codornices Creek? What is source? This area is not tidal. Serious threat to restoration. Need to check downstream."
"po2386","Lepidium latifolium","Perennial pepperweed","Friends of Five Creeks volunteers"," ",2015-05-27," "," ","3 Square Meters",11,50,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=po2386","Alameda",37.8694458,-122.313319,"NAD83"," ","Small patch moving from rocks inland toward water in summer 2015, with inland somewhat crippled, apparently by drought."
"mg13079","Lepidium latifolium","Perennial pepperweed","Friends of Five Creeks volunteers"," ",2015-05-26," "," ","15 Square Meters",11,50,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mg13079","Alameda",37.8636174,-122.3012687,"NAD83"," ","Only known patch on east shore of main lagoon. Controlled many years by F5C. Like others, strongly thinned, apparently by drought, summer 2015"
"mg12519","Lepidium latifolium","Perennial pepperweed","Friends of Five Creeks volunteers"," ",2015-05-19," "," "," ",," "," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mg12519","Alameda",37.8652809,-122.3096494,"NAD83"," ","Pepperweed here all the way to Bay Trail. Pepperweed has been along shoreline many years, with control efforts since 1999. This area is now part of Eastshore State Park, but managed by City of Berkeley (with Friends of Five Creeks controlling pepperweed)"
"po31","Lepidium latifolium","Perennial pepperweed","Daniel D Miller"," ",2014-07-17," "," ","84929 Square Feet",101,1000," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=po31","Alameda",37.5153767,-122.0088172,"NAD83",4,"one year ago, this plant was not observed in this area; this year, it has become a dominant plant in the selected area. Previously, this area was dominated by Wild oat (Avena fatua) and various Brome spp, as well as various thistles in lesser numbers. The area south and east of this area still are dominated by these plants, but I suspect that the pepperweed will continue its rapid spread through the area."
"we562","Lepidium latifolium","Perennial pepperweed","Michael Perlmutter","Bay Area Early Detection Network",2011-06-15,"20 Square Meters","25 - 100","50 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=we562","Alameda",37.8244807292,-122.3181968178,"NAD83",2," "
"we431","Lepidium latifolium","Perennial pepperweed","Gregg Weber"," ",2011-05-03,"6 Square Feet","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=we431","Alameda",37.497525,-121.775323,"NAD83",284,"There's only 5 plants now. This will get into alameda creek, and infest the whole downstream section of alameda creek. Extirpate it now!!!"
"wb55-5209","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"9.043199 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5209","Alameda",37.528201,-122.056521,"NAD83",2," "
"wb55-5210","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"843.875 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5210","Alameda",37.530229,-122.057081,"NAD83",2," "
"wb55-5211","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"21.6032 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5211","Alameda",37.529924,-122.057043,"NAD83",2," "
"wb55-5212","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5212","Alameda",37.529782,-122.057022,"NAD83",2," "
"wb55-5213","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"88.3125 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5213","Alameda",37.529649,-122.056896,"NAD83",2," "
"wb55-5214","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"24.531299 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5214","Alameda",37.529299,-122.057098,"NAD83",2," "
"wb55-5215","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5215","Alameda",37.52941,-122.056423,"NAD83",2," "
"wb55-5216","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"21.6032 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5216","Alameda",37.529126,-122.056612,"NAD83",2," "
"wb55-5217","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"24.531299 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5217","Alameda",37.528974,-122.056616,"NAD83",2," "
"wb55-5218","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"88.3125 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5218","Alameda",37.528564,-122.057334,"NAD83",2," "
"wb55-5219","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"88.3125 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5219","Alameda",37.528034,-122.057529,"NAD83",2," "
"wb55-5220","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5220","Alameda",37.52766,-122.057468,"NAD83",2," "
"wb55-5221","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-30,"88.3125 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5221","Alameda",37.52796,-122.057115,"NAD83",2," "
"wb55-5267","Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-29,"0.015699 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5267","Alameda",37.531137,-122.060599,"NAD83",2," "
"wb55-5268","Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-29,"24.531299 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5268","Alameda",37.531294,-122.060399,"NAD83",2," "
"wb55-4665","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-28,"1570 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4665","Alameda",37.53391,-122.059127,"NAD83",2," "
"wb55-4666","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-09-28,"1570 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4666","Alameda",37.533778,-122.058978,"NAD83",2," "
"wb55-4988","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-28,"24.531299 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4988","Alameda",37.536974,-122.066189,"NAD83",5," "
"wb55-4989","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-28,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4989","Alameda",37.537037,-122.067318,"NAD83",5," "
"wb55-4990","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-28,"0.628 Square Meters","<1","12.56 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4990","Alameda",37.536843,-122.067469,"NAD83",5," "
"wb55-4991","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-28,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4991","Alameda",37.536776,-122.067494,"NAD83",5," "
"wb55-4992","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-28,"24.531299 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4992","Alameda",37.536404,-122.067752,"NAD83",5," "
"wb55-4986","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-27,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4986","Alameda",37.530209,-122.067322,"NAD83",2," "
"wb55-4987","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-27,"2.512 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4987","Alameda",37.531186,-122.06538,"NAD83",3," "
"wb55-5003","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"2.45313 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5003","Alameda",37.552164,-122.122991,"NAD83",3," "
"wb55-5004","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.251199 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5004","Alameda",37.553087,-122.123564,"NAD83",3," "
"wb55-5005","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.251199 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5005","Alameda",37.553307,-122.123682,"NAD83",4," "
"wb55-5006","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5006","Alameda",37.553815,-122.123991,"NAD83",3," "
"wb55-5007","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.251199 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5007","Alameda",37.538278,-122.112329,"NAD83",4," "
"wb55-5008","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5008","Alameda",37.537716,-122.112007,"NAD83",4," "
"wb55-5009","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"2.512 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5009","Alameda",37.534645,-122.108656,"NAD83",4," "
"wb55-5010","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5010","Alameda",37.526423,-122.111004,"NAD83",3," "
"wb55-5011","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5011","Alameda",37.526048,-122.110924,"NAD83",3," "
"wb55-5012","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.628 Square Meters","<1","12.56 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5012","Alameda",37.518583,-122.109992,"NAD83",2," "
"wb55-5013","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-26,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5013","Alameda",37.513592,-122.109983,"NAD83",2," "
"wb55-4993","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"843.875 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4993","Alameda",37.532089,-122.087977,"NAD83",2," "
"wb55-4994","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"843.875 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4994","Alameda",37.53165,-122.089302,"NAD83",2," "
"wb55-4995","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"9.8125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4995","Alameda",37.531394,-122.09008,"NAD83",2," "
"wb55-4996","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4996","Alameda",37.531171,-122.090716,"NAD83",1," "
"wb55-4997","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4997","Alameda",37.530973,-122.091201,"NAD83",2," "
"wb55-4998","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"353.25 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4998","Alameda",37.530807,-122.091515,"NAD83",2," "
"wb55-4999","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"98.125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4999","Alameda",37.53056,-122.091887,"NAD83",2," "
"wb55-5000","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5000","Alameda",37.510893,-122.110771,"NAD83",2," "
"wb55-5001","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"2.45313 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5001","Alameda",37.511456,-122.110362,"NAD83",2," "
"wb55-5002","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-22,"9.8125 Square Meters","<1","1962.5 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5002","Alameda",37.511686,-122.110225,"NAD83",2," "
"wb55-4953","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-07,"2.512 Square Meters","<1","50.240001 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4953","Alameda",37.535538,-122.071742,"NAD83",6," "
"wb55-4954","Lepidium latifolium","Perennial pepperweed","Brian Alfaro","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-07-07,"2.45313 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-4954","Alameda",37.530467,-122.069128,"NAD83",8," "
"wb55-5269","Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-06-29,"2.45313 Square Meters","<1","490.625 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5269","Alameda",37.527895,-122.067278,"NAD83",4," "
"wb55-5270","Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-06-29,"0.015699 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5270","Alameda",37.528135,-122.067336,"NAD83",4," "
"wb55-5271","Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010-06-29,"0.157 Square Meters","<1","3.14 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb55-5271","Alameda",37.528324,-122.067668,"NAD83",6," "
"wb28-137","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-27," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-137","Alameda",37.8404608474,-122.298109387,"NAD83",2," "
"wb30-304","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-27," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-304","Alameda",37.84018947,-122.29827184,"NAD83",3,"ssshorebird"
"wb30-305","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-27," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-305","Alameda",37.83720727,-122.29840982,"NAD83",2,"marsh rise"
"wb28-119","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-23," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-119","Alameda",37.7462140608,-122.2266786368,"NAD83",2,"riprap top /"
"wb30-294","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-23," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-294","Alameda",37.74454786,-122.2581647449,"NAD83",2,"grass inland"
"wb28-104","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-104","Alameda",37.744905215,-122.2578894922,"NAD83",2,"ss el bayfarm 3-4m w"
"wb28-105","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-105","Alameda",37.7443465091,-122.2588650964,"NAD83",2,"riprap -grass 3-4m w"
"wb28-106","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-106","Alameda",37.7441161062,-122.2593111706,"NAD83",2,"riprap -grass 3-4m w"
"wb28-107","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-107","Alameda",37.743886353,-122.2596934952,"NAD83",2,"riprap -grass 3-4m w"
"wb28-108","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-108","Alameda",37.7438125483,-122.2598259434,"NAD83",2,"riprap -grass 3-4m w"
"wb28-109","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-109","Alameda",37.7397696244,-122.2596859492,"NAD83",2,"riprap top"
"wb28-110","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-110","Alameda",37.7396852286,-122.2595573229,"NAD83",2,"riprap top"
"wb28-111","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-111","Alameda",37.7383487032,-122.2580625017,"NAD83",1,"riprap top 2m w"
"wb28-112","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-112","Alameda",37.7382529486,-122.2579636922,"NAD83",1,"riprap top"
"wb28-113","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-113","Alameda",37.7380556013,-122.2577726737,"NAD83",1,"riprap top 2m w"
"wb28-114","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-114","Alameda",37.7379036902,-122.257645322,"NAD83",1,"riprap top 2m w"
"wb28-115","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-115","Alameda",37.7376105158,-122.2574262104,"NAD83",1,"riprap top"
"wb28-116","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-116","Alameda",37.7374284257,-122.2573985814,"NAD83",4,"riprap top"
"wb28-117","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-117","Alameda",37.7372713644,-122.2573646393,"NAD83",4,"riprap top"
"wb28-118","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-118","Alameda",37.7366903093,-122.2569934729,"NAD83",1,"riprap top sprayed"
"wb28-163","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-163","Alameda",37.7438826472,-122.2596755967,"NAD83",2,"mid dwn riprap"
"wb28-164","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-164","Alameda",37.7438011771,-122.2598108683,"NAD83",2,"mid dwn riprap"
"wb28-170","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-170","Alameda",37.7472193492,-122.2532465,"NAD83",2,"along garden mowed"
"wb28-171","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-171","Alameda",37.7471895345,-122.2531862305,"NAD83",2,"alongfence mowed"
"wb29-80","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb29-80","Alameda",37.74739052,-122.25290176,"NAD83",2,"1 plant"
"wb30-287","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-287","Alameda",37.74460663,-122.25840811,"NAD83",2,"riprap top into grass"
"wb30-288","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-288","Alameda",37.74402355,-122.25947978,"NAD83",2,"riprap top into grass"
"wb30-289","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-289","Alameda",37.73958029,-122.2594677995,"NAD83",2,"riprap top into grass"
"wb30-290","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-22," ","25 - 100"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-290","Alameda",37.73910419,-122.25897552,"NAD83",2,"riprap top into grass"
